,Date,Anxiety
0,2021-03-15,1.6666666666666667
1,2021-03-14,1.3333333333333333
2,2021-03-11,0.3333333333333333
3,2021-03-10,1.6666666666666667
4,2021-03-08,1.0
5,2021-03-05,1.0
6,2021-03-02,1.3333333333333333
7,2021-02-28,0.6666666666666666
8,2021-02-26,0.3333333333333333
9,2021-02-25,1.6666666666666667
10,2021-02-24,1.6666666666666667
11,2021-02-23,0.5
12,2021-02-22,1.6666666666666667
13,2021-02-21,1.0
14,2021-02-20,0.25
15,2021-02-19,1.3333333333333333
16,2021-02-18,1.0
17,2021-02-16,0.5
18,2021-02-15,0.75
19,2021-02-13,1.5
20,2021-02-12,1.0
21,2021-02-11,1.0
22,2021-02-10,1.0
23,2021-02-09,1.0
24,2021-02-08,1.0
25,2021-02-07,1.25
26,2021-02-05,2.0
27,2021-02-04,1.0
28,2021-02-03,0.5
29,2021-02-02,1.0
30,2021-02-01,1.5
31,2021-01-31,0.3333333333333333
32,2021-01-30,1.0
33,2021-01-29,1.25
34,2021-01-28,0.75
35,2021-01-27,0.6666666666666666
36,2021-01-26,1.25
37,2021-01-25,1.0
38,2021-01-24,0.0
39,2021-01-23,1.0
40,2021-01-22,1.5
41,2021-01-21,0.5
42,2021-01-18,0.3333333333333333
43,2021-01-17,0.0
44,2021-01-16,0.25
45,2021-01-15,0.6666666666666666
46,2021-01-13,0.0
47,2021-01-12,0.3333333333333333
